"18","70",,"0"
"22","1916",,"0"
"50","2003",,"0"
"51","3311",,"0"
"79","50",,"0"
"86","50",,"0"
"209","22",,"0"
"248","237",,"0"
"261","237",,"0"
"264","237",,"0"
"268","237",,"0"
"282","237",,"0"
"289","237",,"0"
"290","237",,"0"
"299","237",,"0"
"302","237",,"0"
"316","237",,"0"
"320","237",,"0"
"349","237",,"0"
"358","237",,"0"
"364","237",,"0"
"367","237",,"0"
"368","237",,"0"
"376","237",,"0"
"378","237",,"0"
"427","237",,"0"
"430","237",,"0"
"432","237",,"0"
"435","237",,"0"
"447","237",,"0"
"627","161",,"0"
"639","161",,"0"
"841","21258",,"0"
"910","484576",,"0"
"1437","161",,"0"
"1738","101164",,"0"
"1875","158",,"0"
"3095","2003",,"0"
"3407","3398",,"0"
"3408","3398",,"0"
"3453","3398",,"0"
"4000","3398",,"0"
"4157","495444",,"0"
"4194","237",,"0"
"4245","237",,"0"
"4249","237",,"0"
"4258","237",,"0"
"4259","237",,"0"
"4265","237",,"0"
"4275","237",,"0"
"4285","237",,"0"
"4316","237",,"0"
"4319","237",,"0"
"4340","4880",,"0"
"4350","237",,"0"
"4356","237",,"0"
"4376","59",,"0"
"4521","237",,"0"
"4636","4640",,"0"
"4641","8634",,"0"
"4744","273",,"0"
"4856","237",,"0"
"4858","237",,"0"
"4874","237",,"0"
"4879","237",,"0"
"4880","237",,"0"
"4884","237",,"0"
"4890","237",,"0"
"4898","237",,"0"
"4903","237",,"0"
"4947","237",,"0"
"4964","237",,"0"
"5695","237",,"0"
"5751","237",,"0"
"5795","237",,"0"
"5819","237",,"0"
"5820","237",,"0"
"5828","82193",,"0"
"5854","237",,"0"
"5905","3398",,"0"
"6274","237",,"0"
"6283","237",,"0"
"6289","237",,"0"
"6292","39840",,"0"
"6302","11007",,"0"
"6344","90605",,"0"
"6705","1568",,"0"
"6914","59",,"0"
"7173","18081",,"0"
"7583","121450",,"0"
"7655","658482",,"0"
"7901","4285",,"0"
"8098","8634",,"0"
"8605","24234",,"0"
"9083","159998",,"0"
"9086","171882",,"0"
"9352","1568",,"0"
"9357","216914",,"0"
"9515","4636",,"0"
"9547","8050",,"0"
"9667","1568",,"0"
"9698","1568",,"0"
"9711","8050",,"0"
"9714","20593",,"0"
"9731","9711",,"0"
"9737","768773",,"0"
"9745","9711",,"0"
"9781","41290",,"0"
"9801","72993",,"0"
"10081","8050",,"0"
"10099","8050",,"0"
"10116","8050",,"0"
"10138","9711",,"0"
"10208","9711",,"0"
"10252","23358",,"0"
"10284","9711",,"0"
"10323","237",,"0"
"10338","46833",,"0"
"10453","1071123",,"0"
"10474","190332",,"0"
"10676","9711",,"0"
"10693","9547",,"0"
"10733","9547",,"0"
"10804","16930",,"0"
"10816","9711",,"0"
"10835","9547",,"0"
"10872","9711",,"0"
"10889","3398",,"0"
"10999","9547",,"0"
"11002","8050",,"0"
"11063","11853",,"0"
"11515","237",,"0"
"11556","9547",,"0"
"11558","1568",,"0"
"11585","59",,"0"
"11586","363030",,"0"
"11623","152445",,"0"
"11756","24090",,"0"
"11757","391541",,"0"
"11768","133686",,"0"
"11770","1568",,"0"
"11787","9547",,"0"
"11853","9711",,"0"
"12195","869730",,"0"
"12396","152445",,"0"
"12593","51699",,"0"
"12744","1568",,"0"
"12816","4376",,"0"
"13020","1568",,"0"
"13068","33433",,"0"
"13080","51699",,"0"
"13107","12187",,"0"
"13170","11623",,"0"
"13199","12465",,"0"
"13204","149999",,"0"
"13215","133205",,"0"
"13299","4636",,"0"
"13373","9781",,"0"
"13546","985277",,"0"
"13745","4636",,"0"
"13850","376",,"0"
"13917","387581",,"0"
"14105","361865",,"0"
"14112","159998",,"0"
"14196","237",,"0"
"14217","237",,"0"
"14253","237",,"0"
"14284","13257",,"0"
"14476","55370",,"0"
"14640","82193",,"0"
"14796","135529",,"0"
"14804","13401",,"0"
"14807","13401",,"0"
"14871","13401",,"0"
"14872","13401",,"0"
"15285","13401",,"0"
"15371","55370",,"0"
"15421","748348",,"0"
"15433","859814",,"0"
"15434","20593",,"0"
"15437","6963",,"0"
"15446","6963",,"0"
"15456","6963",,"0"
"15459","748348",,"0"
"15663","261",,"0"
"15715","280038",,"0"
"15742","6963",,"0"
"15998","1568",,"0"
"16238","13257",,"0"
"16247","18081",,"0"
"16348","16238",,"0"
"16375","9547",,"0"
"16490","26980",,"0"
"16647","153257",,"0"
"16824","109899",,"0"
"16875","9547",,"0"
"16910","9711",,"0"
"16930","9547",,"0"
"16995","14897",,"0"
"17008","14897",,"0"
"17095","3311",,"0"
"17129","13401",,"0"
"17135","74907",,"0"
"17174","23483",,"0"
"17212","237",,"0"
"17349","370445",,"0"
"17376","10838",,"0"
